key,values
"['17', '15', '2011']","['36', '6']"
"['17', '15', '2012']","['38', '6']"
"['17', '15', '2013']","['48', '5']"
"['17', '15', '2014']","['51', '10']"
"['17', '15', '2015']","['55', '2']"
"['17', '15', '2016']","['90', '4']"
"['17', '15', '2017']","['73', '10']"
"['17', '15', '2018']","['43', '9']"
"['17', '15', '2019']","['21', '3']"
"['17', '15', '2020']","['16', '5']"
"['17', '15', '2021']","['23', '6']"
"['17', '15', '2022']","['31', '8']"
"['17', '15', '2023']","['19', '15']"
"['17', '16', '2008']","['30', '5']"
"['17', '16', '2009']","['43', '7']"
"['17', '16', '2010']","['34', '8']"
"['17', '16', '2011']","['45', '9']"
"['17', '16', '2012']","['55', '8']"
"['17', '16', '2013']","['44', '8']"
"['17', '16', '2014']","['62', '7']"
"['17', '16', '2015']","['63', '7']"
"['17', '16', '2016']","['107', '7']"
"['17', '16', '2017']","['78', '9']"
"['17', '16', '2018']","['54', '7']"
"['17', '16', '2019']","['35', '6']"
"['17', '16', '2020']","['27', '5']"
"['17', '16', '2021']","['29', '11']"
"['17', '16', '2022']","['28', '14']"
"['17', '16', '2023']","['19', '8']"
"['17', '17', '2008']","['25', '6']"
"['17', '17', '2009']","['38', '5']"
"['17', '17', '2010']","['38', '7']"
"['17', '17', '2011']","['57', '2']"
"['17', '17', '2012']","['45', '6']"
"['17', '17', '2013']","['65', '5']"
"['17', '17', '2014']","['74', '1']"
"['17', '17', '2015']","['77', '5']"
"['17', '17', '2016']","['110', '5']"
"['17', '17', '2017']","['64', '3']"
"['17', '17', '2018']","['46', '3']"
"['17', '17', '2019']","['33', '4']"
"['17', '17', '2020']","['20', '8']"
"['17', '17', '2021']","['20', '5']"
"['17', '17', '2022']","['23', '7']"
"['17', '17', '2023']","['15', '9']"
"['17', '18', '2008']","['35', '4']"
"['17', '18', '2009']","['29', '6']"
"['17', '18', '2010']","['30', '3']"
"['17', '18', '2011']","['34', '8']"
"['17', '18', '2012']","['27', '5']"
"['17', '18', '2013']","['43', '3']"
"['17', '18', '2014']","['57', '2']"
"['17', '18', '2015']","['71', '4']"
"['17', '18', '2016']","['145', '3']"
"['17', '18', '2017']","['75', '5']"
"['17', '18', '2018']","['69', '5']"
"['17', '18', '2019']","['31', '5']"
"['17', '18', '2020']","['24', '6']"
"['17', '18', '2021']","['21', '9']"
"['17', '18', '2022']","['23', '2']"
"['17', '18', '2023']","['23', '7']"
"['17', '19', '2008']","['43', '32']"
"['17', '19', '2009']","['29', '34']"
"['17', '19', '2010']","['31', '54']"
"['17', '19', '2011']","['41', '41']"
"['17', '19', '2012']","['43', '36']"
"['17', '19', '2013']","['42', '13']"
"['17', '19', '2014']","['58', '20']"
"['17', '19', '2015']","['48', '10']"
"['17', '19', '2016']","['121', '21']"
"['17', '19', '2017']","['56', '10']"
"['17', '19', '2018']","['89', '8']"
"['17', '19', '2019']","['38', '9']"
"['17', '19', '2020']","['14', '13']"
"['17', '19', '2021']","['25', '10']"
"['17', '19', '2022']","['21', '8']"
"['17', '19', '2023']","['20', '9']"
"['18', '0', '2008']","['28', '3']"
"['18', '0', '2009']","['24', '2']"
"['18', '0', '2010']","['15', '1']"
"['18', '0', '2011']","['29', '5']"
"['18', '0', '2012']","['25', '7']"
"['18', '0', '2013']","['24', '6']"
"['18', '0', '2014']","['25', '4']"
"['18', '0', '2015']","['32', '1']"
"['18', '0', '2016']","['71', '2']"
"['18', '0', '2017']","['44', '2']"
"['18', '0', '2018']","['31', '1']"
"['18', '0', '2019']","['30', '3']"
"['18', '0', '2020']","['19', '3']"
"['18', '0', '2021']","['11', '1']"
"['18', '0', '2022']","['17', '5']"
"['18', '0', '2023']","['21', '5']"
"['18', '1', '2008']","['39', '3']"
"['18', '1', '2009']","['38', '12']"
"['18', '1', '2010']","['35', '5']"
"['18', '1', '2011']","['43', '10']"
"['18', '1', '2012']","['58', '22']"
"['18', '1', '2013']","['63', '12']"
"['18', '1', '2014']","['55', '14']"
"['18', '1', '2015']","['73', '11']"
"['18', '1', '2016']","['98', '9']"
"['18', '1', '2017']","['89', '9']"
"['18', '1', '2018']","['59', '8']"
"['18', '1', '2019']","['45', '5']"
"['18', '1', '2020']","['38', '11']"
"['18', '1', '2021']","['32', '9']"
"['18', '1', '2022']","['25', '23']"
"['18', '1', '2023']","['34', '6']"
"['18', '2', '2008']","['48', '5']"
"['18', '2', '2009']","['39', '7']"
"['18', '2', '2010']","['31', '12']"
"['18', '2', '2011']","['49', '16']"
"['18', '2', '2012']","['46', '11']"
"['18', '2', '2013']","['52', '16']"
"['18', '2', '2014']","['62', '8']"
"['18', '2', '2015']","['63', '14']"
"['18', '2', '2016']","['91', '8']"
"['18', '2', '2017']","['55', '14']"
"['18', '2', '2018']","['53', '16']"
"['18', '2', '2019']","['41', '13']"
"['18', '2', '2020']","['27', '19']"
"['18', '2', '2021']","['17', '20']"
"['18', '2', '2022']","['30', '23']"
"['18', '2', '2023']","['33', '17']"
"['18', '3', '2008']","['40', '9']"
"['18', '3', '2009']","['34', '12']"
"['18', '3', '2010']","['32', '9']"
"['18', '3', '2011']","['35', '12']"
"['18', '3', '2012']","['54', '13']"
"['18', '3', '2013']","['58', '10']"
"['18', '3', '2014']","['57', '9']"
"['18', '3', '2015']","['95', '12']"
"['18', '3', '2016']","['101', '10']"
"['18', '3', '2017']","['83', '16']"
"['18', '3', '2018']","['56', '14']"
"['18', '3', '2019']","['46', '13']"
"['18', '3', '2020']","['19', '12']"
"['18', '3', '2021']","['28', '24']"
"['18', '3', '2022']","['23', '31']"
"['18', '3', '2023']","['26', '35']"
"['18', '4', '2008']","['56', '8']"
"['18', '4', '2009']","['39', '5']"
"['18', '4', '2010']","['19', '11']"
"['18', '4', '2011']","['28', '14']"
"['18', '4', '2012']","['38', '8']"
"['18', '4', '2013']","['68', '17']"
"['18', '4', '2014']","['46', '12']"
"['18', '4', '2015']","['81', '17']"
"['18', '4', '2016']","['116', '8']"
"['18', '4', '2017']","['74', '10']"
"['18', '4', '2018']","['46', '15']"
"['18', '4', '2019']","['52', '13']"
"['18', '4', '2020']","['21', '19']"
"['18', '4', '2021']","['17', '26']"
"['18', '4', '2022']","['29', '26']"
"['18', '4', '2023']","['23', '29']"
"['18', '5', '2008']","['38', '4']"
"['18', '5', '2009']","['40', '11']"
"['18', '5', '2010']","['31', '11']"
"['18', '5', '2011']","['39', '14']"
"['18', '5', '2012']","['48', '11']"
"['18', '5', '2013']","['60', '12']"
"['18', '5', '2014']","['66', '11']"
"['18', '5', '2015']","['66', '15']"
"['18', '5', '2016']","['89', '16']"
"['18', '5', '2017']","['77', '22']"
"['18', '5', '2018']","['62', '15']"
"['18', '5', '2019']","['37', '19']"
"['18', '5', '2020']","['23', '11']"
"['18', '5', '2021']","['24', '20']"
"['18', '5', '2022']","['27', '34']"
"['18', '5', '2023']","['23', '34']"
"['18', '6', '2008']","['48', '5']"
"['18', '6', '2009']","['53', '12']"
"['18', '6', '2010']","['18', '9']"
"['18', '6', '2011']","['28', '15']"
"['18', '6', '2012']","['44', '9']"
"['18', '6', '2013']","['67', '21']"
"['18', '6', '2014']","['61', '9']"
"['18', '6', '2015']","['75', '19']"
"['18', '6', '2016']","['91', '14']"
"['18', '6', '2017']","['80', '19']"
"['18', '6', '2018']","['71', '18']"
"['18', '6', '2019']","['38', '18']"
"['18', '6', '2020']","['18', '20']"
"['18', '6', '2021']","['23', '31']"
"['18', '6', '2022']","['19', '33']"
"['18', '6', '2023']","['19', '51']"
"['18', '7', '2008']","['57', '4']"
"['18', '7', '2009']","['49', '9']"
"['18', '7', '2010']","['23', '6']"
"['18', '7', '2011']","['33', '12']"
"['18', '7', '2012']","['49', '11']"
"['18', '7', '2013']","['73', '8']"
"['18', '7', '2014']","['60', '14']"
"['18', '7', '2015']","['76', '11']"
"['18', '7', '2016']","['106', '15']"
"['18', '7', '2017']","['75', '14']"
"['18', '7', '2018']","['48', '21']"
"['18', '7', '2019']","['36', '6']"
"['18', '7', '2020']","['21', '18']"
"['18', '7', '2021']","['24', '17']"
"['18', '7', '2022']","['24', '32']"
"['18', '7', '2023']","['28', '38']"
"['18', '8', '2008']","['45', '5']"
"['18', '8', '2009']","['35', '11']"
"['18', '8', '2010']","['24', '11']"
"['18', '8', '2011']","['26', '14']"
"['18', '8', '2012']","['40', '13']"
"['18', '8', '2013']","['76', '10']"
"['18', '8', '2014']","['63', '10']"
"['18', '8', '2015']","['66', '10']"
"['18', '8', '2016']","['96', '8']"
"['18', '8', '2017']","['65', '20']"
"['18', '8', '2018']","['54', '8']"
"['18', '8', '2019']","['34', '20']"
"['18', '8', '2020']","['20', '13']"
"['18', '8', '2021']","['21', '21']"
"['18', '8', '2022']","['28', '29']"
"['18', '8', '2023']","['14', '43']"
"['18', '9', '2008']","['42', '1']"
"['18', '9', '2009']","['32', '8']"
"['18', '9', '2010']","['17', '9']"
"['18', '9', '2011']","['31', '10']"
"['18', '9', '2012']","['48', '6']"
"['18', '9', '2013']","['64', '8']"
"['18', '9', '2014']","['49', '10']"
"['18', '9', '2015']","['69', '12']"
"['18', '9', '2016']","['84', '10']"
"['18', '9', '2017']","['66', '14']"
"['18', '9', '2018']","['59', '19']"
"['18', '9', '2019']","['53', '13']"
"['18', '9', '2020']","['21', '23']"
"['18', '9', '2021']","['22', '17']"
"['18', '9', '2022']","['24', '29']"
"['18', '9', '2023']","['31', '49']"
"['18', '10', '2008']","['30', '6']"
"['18', '10', '2009']","['36', '8']"
"['18', '10', '2010']","['26', '9']"
"['18', '10', '2011']","['22', '12']"
"['18', '10', '2012']","['34', '10']"
"['18', '10', '2013']","['81', '9']"
"['18', '10', '2014']","['49', '13']"
"['18', '10', '2015']","['64', '8']"
"['18', '10', '2016']","['93', '15']"
"['18', '10', '2017']","['70', '14']"
"['18', '10', '2018']","['62', '10']"
"['18', '10', '2019']","['43', '14']"
"['18', '10', '2020']","['29', '10']"
"['18', '10', '2021']","['15', '11']"
"['18', '10', '2022']","['31', '30']"
"['18', '10', '2023']","['23', '29']"
"['18', '11', '2008']","['40', '6']"
"['18', '11', '2009']","['27', '7']"
"['18', '11', '2010']","['25', '15']"
"['18', '11', '2011']","['28', '7']"
"['18', '11', '2012']","['53', '8']"
"['18', '11', '2013']","['68', '4']"
"['18', '11', '2014']","['55', '10']"
"['18', '11', '2015']","['61', '6']"
"['18', '11', '2016']","['92', '12']"
"['18', '11', '2017']","['67', '10']"
"['18', '11', '2018']","['61', '10']"
"['18', '11', '2019']","['32', '11']"
"['18', '11', '2020']","['26', '9']"
"['18', '11', '2021']","['22', '15']"
"['18', '11', '2022']","['22', '22']"
"['18', '11', '2023']","['18', '30']"
"['18', '12', '2008']","['31', '3']"
"['18', '12', '2009']","['36', '5']"
"['18', '12', '2010']","['34', '13']"
"['18', '12', '2011']","['32', '6']"
"['18', '12', '2012']","['45', '9']"
"['18', '12', '2013']","['67', '9']"
"['18', '12', '2014']","['49', '7']"
"['18', '12', '2015']","['57', '12']"
"['18', '12', '2016']","['64', '12']"
"['18', '12', '2017']","['66', '8']"
"['18', '12', '2018']","['58', '9']"
"['18', '12', '2019']","['39', '13']"
"['18', '12', '2020']","['21', '11']"
"['18', '12', '2021']","['26', '10']"
"['18', '12', '2022']","['20', '28']"
"['18', '12', '2023']","['25', '33']"
"['18', '13', '2008']","['45', '8']"
"['18', '13', '2009']","['38', '5']"
"['18', '13', '2010']","['30', '7']"
"['18', '13', '2011']","['25', '12']"
"['18', '13', '2012']","['43', '8']"
"['18', '13', '2013']","['62', '3']"
"['18', '13', '2014']","['62', '9']"
"['18', '13', '2015']","['58', '6']"
"['18', '13', '2016']","['77', '6']"
"['18', '13', '2017']","['60', '13']"
"['18', '13', '2018']","['50', '7']"
"['18', '13', '2019']","['24', '11']"
"['18', '13', '2020']","['22', '8']"
"['18', '13', '2021']","['8', '7']"
"['18', '13', '2022']","['18', '26']"
"['18', '13', '2023']","['24', '31']"
"['18', '14', '2008']","['43', '3']"
"['18', '14', '2009']","['29', '6']"
"['18', '14', '2010']","['30', '5']"
"['18', '14', '2011']","['25', '7']"
"['18', '14', '2012']","['38', '6']"
"['18', '14', '2013']","['71', '6']"
"['18', '14', '2014']","['55', '5']"
"['18', '14', '2015']","['56', '2']"
"['18', '14', '2016']","['75', '3']"
"['18', '14', '2017']","['68', '6']"
"['18', '14', '2018']","['47', '1']"
"['18', '14', '2019']","['38', '8']"
"['18', '14', '2020']","['23', '11']"
"['18', '14', '2021']","['26', '11']"
"['18', '14', '2022']","['18', '20']"
"['18', '14', '2023']","['22', '30']"
"['18', '15', '2008']","['34', '3']"
"['18', '15', '2009']","['38', '3']"
"['18', '15', '2010']","['33', '7']"
"['18', '15', '2011']","['44', '7']"
"['18', '15', '2012']","['62', '8']"
"['18', '15', '2013']","['76', '2']"
"['18', '15', '2014']","['59', '8']"
"['18', '15', '2015']","['71', '4']"
"['18', '15', '2016']","['88', '6']"
"['18', '15', '2017']","['59', '6']"
"['18', '15', '2018']","['45', '6']"
"['18', '15', '2019']","['36', '11']"
"['18', '15', '2020']","['22', '5']"
"['18', '15', '2021']","['20', '10']"
"['18', '15', '2022']","['25', '15']"
"['18', '15', '2023']","['19', '20']"
"['18', '16', '2008']","['34', '4']"
"['18', '16', '2009']","['39', '3']"
"['18', '16', '2010']","['41', '10']"
"['18', '16', '2011']","['38', '8']"
"['18', '16', '2012']","['73', '8']"
"['18', '16', '2013']","['87', '6']"
"['18', '16', '2014']","['89', '9']"
"['18', '16', '2015']","['90', '1']"
"['18', '16', '2016']","['115', '4']"
"['18', '16', '2017']","['65', '9']"
"['18', '16', '2018']","['57', '7']"
"['18', '16', '2019']","['31', '11']"
"['18', '16', '2020']","['16', '10']"
"['18', '16', '2021']","['19', '7']"
"['18', '16', '2022']","['25', '12']"
"['18', '16', '2023']","['23', '18']"
"['18', '17', '2008']","['37', '2']"
"['18', '17', '2009']","['32', '6']"
"['18', '17', '2010']","['38', '1']"
"['18', '17', '2011']","['40', '8']"
"['18', '17', '2012']","['72', '5']"
"['18', '17', '2013']","['72', '5']"
"['18', '17', '2014']","['79', '6']"
"['18', '17', '2015']","['93', '6']"
"['18', '17', '2016']","['118', '5']"
"['18', '17', '2017']","['67', '1']"
"['18', '17', '2018']","['50', '5']"
"['18', '17', '2019']","['26', '8']"
"['18', '17', '2020']","['18', '4']"
"['18', '17', '2021']","['18', '3']"
"['18', '17', '2022']","['20', '7']"
"['18', '17', '2023']","['20', '11']"
"['18', '18', '2008']","['32', '2']"
"['18', '18', '2009']","['32', '3']"
"['18', '18', '2010']","['31', '2']"
"['18', '18', '2011']","['32', '4']"
"['18', '18', '2012']","['52', '10']"
"['18', '18', '2013']","['60', '3']"
"['18', '18', '2014']","['72', '4']"
"['18', '18', '2015']","['84', '8']"
"['18', '18', '2016']","['138', '4']"
"['18', '18', '2017']","['117', '8']"
"['18', '18', '2018']","['59', '3']"
"['18', '18', '2019']","['37', '7']"
"['18', '18', '2020']","['26', '4']"
"['18', '18', '2021']","['22', '6']"
"['18', '18', '2022']","['27', '6']"
"['18', '18', '2023']","['24', '7']"
"['18', '19', '2008']","['38', '17']"
"['18', '19', '2009']","['43', '15']"
"['18', '19', '2010']","['47', '23']"
"['18', '19', '2011']","['49', '19']"
"['18', '19', '2012']","['34', '11']"
"['18', '19', '2013']","['61', '18']"
"['18', '19', '2014']","['85', '11']"
"['18', '19', '2015']","['60', '10']"
"['18', '19', '2016']","['103', '7']"
"['18', '19', '2017']","['40', '4']"
"['18', '19', '2018']","['126', '9']"
"['18', '19', '2019']","['71', '9']"
"['18', '19', '2020']","['21', '9']"
"['18', '19', '2021']","['24', '5']"
"['18', '19', '2022']","['23', '9']"
"['18', '19', '2023']","['23', '8']"
"['19', '0', '2008']","['26', '2']"
"['19', '0', '2009']","['14', '3']"
"['19', '0', '2010']","['15', '4']"
"['19', '0', '2011']","['11', '1']"
"['19', '0', '2012']","['11', '5']"
"['19', '0', '2013']","['24', '4']"
"['19', '0', '2014']","['29', '3']"
"['19', '0', '2015']","['28', '3']"
"['19', '0', '2016']","['45', '2']"
"['19', '0', '2017']","['33', '1']"
"['19', '0', '2018']","['32', '2']"
"['19', '0', '2019']","['33', '7']"
"['19', '0', '2020']","['16', '2']"
"['19', '0', '2021']","['15', '1']"
"['19', '0', '2022']","['17', '3']"
"['19', '0', '2023']","['22', '5']"
"['19', '1', '2008']","['34', '7']"
"['19', '1', '2009']","['41', '9']"
"['19', '1', '2010']","['25', '10']"
"['19', '1', '2011']","['32', '21']"
"['19', '1', '2012']","['28', '11']"
"['19', '1', '2013']","['58', '6']"
"['19', '1', '2014']","['56', '17']"
"['19', '1', '2015']","['71', '16']"
"['19', '1', '2016']","['72', '8']"
"['19', '1', '2017']","['114', '8']"
"['19', '1', '2018']","['71', '11']"
"['19', '1', '2019']","['57', '9']"
"['19', '1', '2020']","['36', '13']"
"['19', '1', '2021']","['50', '10']"
"['19', '1', '2022']","['29', '11']"
"['19', '1', '2023']","['40', '20']"
"['19', '2', '2008']","['34', '12']"
"['19', '2', '2009']","['41', '5']"
"['19', '2', '2010']","['31', '20']"
"['19', '2', '2011']","['31', '6']"
"['19', '2', '2012']","['27', '14']"
"['19', '2', '2013']","['44', '14']"
"['19', '2', '2014']","['58', '17']"
"['19', '2', '2015']","['51', '20']"
"['19', '2', '2016']","['73', '19']"
"['19', '2', '2017']","['70', '8']"
"['19', '2', '2018']","['42', '17']"
"['19', '2', '2019']","['31', '12']"
"['19', '2', '2020']","['14', '11']"
"['19', '2', '2021']","['31', '4']"
"['19', '2', '2022']","['29', '15']"
"['19', '2', '2023']","['35', '26']"
"['19', '3', '2008']","['32', '13']"
"['19', '3', '2009']","['36', '4']"
"['19', '3', '2010']","['18', '18']"
"['19', '3', '2011']","['26', '7']"
"['19', '3', '2012']","['30', '10']"
"['19', '3', '2013']","['53', '12']"
"['19', '3', '2014']","['58', '14']"
"['19', '3', '2015']","['56', '19']"
"['19', '3', '2016']","['69', '10']"
"['19', '3', '2017']","['54', '11']"
"['19', '3', '2018']","['49', '15']"
"['19', '3', '2019']","['46', '12']"
"['19', '3', '2020']","['17', '14']"
"['19', '3', '2021']","['33', '15']"
"['19', '3', '2022']","['38', '20']"
"['19', '3', '2023']","['35', '28']"
"['19', '4', '2008']","['40', '14']"
"['19', '4', '2009']","['37', '5']"
"['19', '4', '2010']","['23', '9']"
"['19', '4', '2011']","['19', '11']"
"['19', '4', '2012']","['30', '13']"
"['19', '4', '2013']","['42', '7']"
"['19', '4', '2014']","['60', '12']"
"['19', '4', '2015']","['69', '13']"
